Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Expense Type 1,Expense Type 2,Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property ID,Property Age,Property Type,Property Location,Co-Applicant,Property Price,Loan Sanction Amount (USD)
M,56,4252.56,Low,Commercial associate,Sales staff,Semi-Urban,155846.86,465.13,Y,Y,3.0,824.43,0,Unpossessed,305,4252.56,2,Semi-Urban,1,199451.96,109092.8
M,44,919.06,Low,Working,Laborers,Semi-Urban,13958.19,146.19,Y,Y,2.0,782.39,0,Active,948,919.06,3,Rural,1,17897.06,9770.73
F,64,2065.9,Low,Working,Laborers,Semi-Urban,46062.48,243.2,Y,Y,3.0,639.06,0,Active,560,2065.9,1,Rural,1,52508.15,0.0
M,19,2749.64,Low,Working,Managers,Semi-Urban,23478.1,246.28,Y,N,4.0,625.35,0,Active,968,2749.64,4,Rural,0,40529.9,0.0
F,18,4461.26,Low,Commercial associate,Managers,Rural,95195.71,710.0,Y,Y,3.0,771.94,0,Inactive,818,4461.26,2,Urban,1,104853.41,76156.57
F,48,3478.6,Low,Commercial associate,Accountants,Urban,92042.78,400.39,Y,Y,2.0,746.52,0,Inactive,682,3478.6,3,Rural,1,162454.46,64429.95
F,39,2519.9,Low,Working,Laborers,Semi-Urban,128040.9,854.7,Y,Y,2.0,774.66,0,Inactive,439,2519.9,1,Urban,1,229449.75,102432.72
F,48,3498.26,Low,Commercial associate,Sales staff,Urban,37833.1,181.81,N,Y,2.0,817.35,0,Inactive,692,3498.26,3,Rural,1,57824.9,0.0
F,55,2594.4,Low,Working,Core staff,Rural,68086.1,423.52,N,Y,2.0,614.21,0,Inactive,715,2594.4,4,Semi-Urban,1,107130.07,0.0
F,18,3110.17,Low,Working,Private service staff,Rural,164217.37,488.78,Y,N,2.0,735.27,1,Unpossessed,360,3110.17,3,Rural,1,243127.55,106741.29
M,49,1284.24,Low,Working,Cooking staff,Semi-Urban,25498.38,108.02,N,N,3.0,685.76,1,Inactive,942,1284.24,1,Rural,1,44192.99,0.0
F,18,1363.45,Low,Working,Cleaning staff,Rural,80980.4,258.31,N,Y,2.0,812.29,0,Inactive,623,1363.45,2,Rural,1,113027.54,56686.28
F,38,1764.93,Low,State servant,Core staff,Semi-Urban,41059.68,274.2,Y,Y,2.0,754.15,0,Active,204,1764.93,3,Rural,1,74339.58,32847.74
M,45,2835.22,Low,Commercial associate,Drivers,Rural,247237.24,748.09,Y,Y,4.0,675.22,0,Inactive,134,2835.22,3,Rural,1,390810.38,160704.21
M,23,1325.61,Low,Working,Sales staff,Semi-Urban,20627.91,207.71,N,N,1.0,789.28,0,Active,461,1325.61,4,Rural,1,32687.68,15470.93
M,42,1999.15,Low,Working,Core staff,Semi-Urban,189823.97,1954.03,N,N,2.0,792.13,0,Active,849,1999.15,2,Semi-Urban,1,224157.25,132876.78
F,25,1743.87,Low,Working,Medicine staff,Rural,97113.41,310.94,Y,Y,3.0,717.13,0,Inactive,385,1743.87,4,Rural,1,123777.66,63123.72
M,20,2152.02,Low,Working,Laborers,Urban,144763.04,539.07,Y,Y,3.0,640.82,1,Unpossessed,94,2152.02,1,Urban,0,220227.38,0.0
F,24,1131.6,Low,Working,Accountants,Rural,117214.21,416.54,N,N,3.0,731.74,0,Active,508,1131.6,4,Semi-Urban,0,156161.56,0.0
F,53,4923.41,Low,Working,Managers,Rural,182926.73,575.8,Y,Y,2.0,690.96,0,Inactive,935,4923.41,3,Rural,0,223742.79,0.0
F,34,949.63,Low,Commercial associate,Laborers,Rural,27428.34,126.13,Y,Y,2.0,696.6,0,Active,994,949.63,2,Urban,1,49252.26,17828.42
F,18,3219.69,Low,Commercial associate,Managers,Rural,41398.05,299.45,N,Y,2.0,698.96,0,Active,604,3219.69,1,Semi-Urban,1,52119.59,26908.73
M,18,1307.36,Low,Working,Drivers,Semi-Urban,64537.47,297.89,Y,N,3.0,779.39,0,Inactive,908,1307.36,3,Semi-Urban,1,89608.03,0.0
M,18,4196.75,Low,Commercial associate,High skill tech staff,Semi-Urban,99576.75,740.24,Y,Y,5.0,761.71,1,Inactive,771,4196.75,3,Rural,1,112780.3,74682.56
F,57,2675.71,Low,Working,Sales staff,Rural,283306.96,922.5,N,Y,2.0,648.88,0,Active,256,2675.71,2,Semi-Urban,0,389502.23,0.0
F,26,2693.61,Low,Working,Laborers,Rural,47225.47,389.21,N,Y,4.0,644.21,0,Inactive,431,2693.61,4,Semi-Urban,1,84405.26,0.0
M,57,1673.8,Low,Commercial associate,Security staff,Rural,32700.28,116.0,N,N,1.0,630.08,0,Unpossessed,246,1673.8,3,Semi-Urban,0,41091.32,0.0
M,34,4211.36,Low,Working,Drivers,Rural,35473.57,179.93,Y,Y,4.0,716.66,0,Active,187,4211.36,4,Urban,1,65167.27,24831.5
M,26,2815.37,Low,Working,Sales staff,Semi-Urban,30982.52,244.31,N,Y,1.0,758.19,0,Unpossessed,144,2815.37,1,Urban,1,52599.91,23236.89
F,59,2643.69,Low,Working,Private service staff,Urban,186116.76,709.14,Y,Y,3.0,716.62,1,Unpossessed,710,2643.69,1,Rural,0,225621.7,0.0
F,44,1603.07,Low,Working,Cooking staff,Semi-Urban,44545.04,322.82,N,Y,2.0,641.7,0,Unpossessed,778,1603.07,1,Semi-Urban,1,57774.83,0.0
F,47,2309.16,Low,Commercial associate,Medicine staff,Urban,39369.92,193.86,N,Y,2.0,848.11,0,Inactive,44,2309.16,1,Urban,1,45409.74,31495.94
F,53,3648.04,Low,Working,Laborers,Urban,85468.71,614.65,N,Y,1.0,659.43,0,Inactive,457,3648.04,2,Rural,0,147661.1,0.0
M,24,2084.81,Low,Working,Sales staff,Semi-Urban,21309.59,155.48,N,Y,2.0,788.22,0,Unpossessed,267,2084.81,2,Rural,1,31311.3,14916.71
F,18,2210.34,Low,Commercial associate,Accountants,Semi-Urban,61688.92,340.33,N,Y,4.0,716.17,0,Active,935,2210.34,3,Rural,0,82218.56,0.0
M,29,11158.7,Low,Working,Managers,Semi-Urban,149532.41,488.04,N,N,2.0,795.48,0,Inactive,481,11158.7,2,Rural,0,196271.79,0.0
M,39,2128.39,Low,Working,High skill tech staff,Rural,38827.19,284.12,Y,Y,1.0,677.3,0,Unpossessed,618,2128.39,2,Urban,1,73101.76,27179.03
M,31,3710.79,Low,State servant,Managers,Rural,278217.26,680.77,Y,Y,2.0,840.47,0,Unpossessed,401,3710.79,1,Urban,1,512371.67,222573.81
M,48,1705.84,Low,Commercial associate,Sales staff,Semi-Urban,98718.01,280.99,Y,Y,2.0,813.07,0,Unpossessed,916,1705.84,4,Semi-Urban,1,161728.93,69102.61
F,18,4012.28,Low,Working,Laborers,Semi-Urban,44560.2,399.4,N,Y,2.0,858.8,0,Active,929,4012.28,1,Urban,0,72757.11,33420.15
F,22,2054.07,Low,Commercial associate,Realty agents,Semi-Urban,86404.08,545.66,N,Y,1.0,781.03,0,Unpossessed,679,2054.07,3,Urban,1,101383.61,69123.26
M,38,4598.05,Low,Commercial associate,Accountants,Urban,177290.1,551.89,N,Y,1.0,799.93,0,Active,210,4598.05,4,Rural,1,236539.91,0.0
F,18,1565.92,Low,Commercial associate,Drivers,Rural,39846.75,292.48,N,Y,3.0,638.6,1,Inactive,665,1565.92,2,Urban,1,62805.29,0.0
F,37,4178.51,Low,State servant,Secretaries,Semi-Urban,69944.31,374.17,N,N,2.0,725.59,0,Unpossessed,623,4178.51,2,Rural,1,127039.44,48961.02
F,53,1658.78,Low,Commercial associate,Cooking staff,Semi-Urban,26178.48,81.5,N,Y,2.0,675.97,1,Unpossessed,336,1658.78,1,Semi-Urban,1,40576.16,18324.94
F,63,5318.33,Low,State servant,Laborers,Semi-Urban,98541.75,520.05,Y,N,3.0,825.67,0,Inactive,996,5318.33,1,Urban,1,115113.95,0.0
M,18,1953.88,Low,Working,Sales staff,Semi-Urban,113127.36,350.04,N,Y,2.0,753.09,1,Unpossessed,476,1953.88,3,Rural,1,170675.08,84845.52
M,61,1615.96,Low,Working,Sales staff,Rural,58225.64,367.11,N,Y,4.0,699.29,0,Active,685,1615.96,3,Urban,1,99128.48,37846.67
M,18,1291.27,Low,Working,Cleaning staff,Semi-Urban,35435.94,155.44,N,Y,2.0,764.75,0,Active,75,1291.27,2,Urban,1,45314.57,28348.75
M,47,2473.91,Low,Working,Laborers,Semi-Urban,33791.97,134.36,N,Y,2.0,873.74,0,Inactive,992,2473.91,3,Urban,1,41508.14,23654.38
F,50,1990.68,Low,Working,Laborers,Semi-Urban,94020.41,528.5,N,Y,2.0,658.57,0,Unpossessed,891,1990.68,3,Semi-Urban,1,136076.09,65814.29
F,62,2801.23,Low,Commercial associate,Sales staff,Semi-Urban,69604.59,750.81,Y,Y,3.0,730.34,0,Inactive,208,2801.23,1,Urban,1,80848.41,48723.21
M,27,2131.86,Low,Working,Laborers,Rural,109769.6,383.3,N,Y,4.0,660.03,0,Unpossessed,225,2131.86,2,Rural,1,-999.0,71350.24
F,29,5213.26,Low,Commercial associate,Managers,Semi-Urban,91111.32,500.92,N,Y,3.0,707.24,0,Inactive,378,5213.26,2,Rural,-999,131613.08,63777.92
M,59,3285.29,Low,Working,Security staff,Semi-Urban,136728.25,739.04,N,N,1.0,639.81,0,Inactive,113,3285.29,3,Urban,0,240052.38,0.0
F,27,4343.24,Low,Working,Managers,Semi-Urban,282182.78,950.73,Y,N,1.0,691.95,0,Unpossessed,705,4343.24,4,Urban,1,394831.8,197527.95
M,44,993.8,Low,Working,Core staff,Semi-Urban,29481.45,189.01,N,Y,4.0,764.56,0,Unpossessed,471,993.8,1,Rural,1,42212.79,20637.02
M,30,3734.72,Low,Working,Security staff,Semi-Urban,49857.82,251.38,Y,N,3.0,637.53,0,Unpossessed,396,3734.72,2,Semi-Urban,0,56128.25,0.0
M,62,1177.63,Low,Commercial associate,Sales staff,Semi-Urban,39815.59,263.73,N,N,2.0,701.46,0,Inactive,475,1177.63,2,Urban,1,50813.85,25880.13
F,59,4596.17,Low,Commercial associate,Managers,Semi-Urban,156149.1,487.98,Y,N,1.0,781.89,0,Inactive,159,4596.17,3,Rural,1,263346.58,0.0
F,27,2189.61,Low,Working,Laborers,Semi-Urban,198076.0,654.54,N,Y,2.0,654.24,0,Inactive,718,2189.61,2,Urban,1,272983.15,128749.4
M,53,2476.23,Low,Commercial associate,Managers,Rural,28129.12,208.39,N,Y,2.0,739.75,1,Unpossessed,674,2476.23,1,Semi-Urban,1,31642.94,18283.93
M,42,752.16,Low,Working,Core staff,Semi-Urban,30747.49,147.86,N,Y,4.0,807.19,0,Inactive,454,752.16,3,Rural,1,34535.73,21523.24
M,18,3485.35,Low,Commercial associate,Drivers,Semi-Urban,131064.56,387.63,Y,N,3.0,735.8,0,Active,183,3485.35,4,Urban,1,245561.09,91745.19
F,50,950.56,Low,Working,Core staff,Rural,86790.51,408.68,N,Y,2.0,766.66,0,Inactive,431,950.56,4,Semi-Urban,0,104893.43,0.0
F,27,4255.57,Low,Commercial associate,Managers,Urban,87779.3,371.52,Y,N,4.0,780.24,0,Unpossessed,249,4255.57,2,Urban,1,104694.98,65834.48
M,26,2601.46,Low,Working,Laborers,Semi-Urban,72787.24,482.83,Y,N,3.0,752.18,0,Active,523,2601.46,3,Urban,1,129973.53,54590.43
M,23,1332.64,Low,Working,Sales staff,Semi-Urban,35324.86,141.13,N,Y,2.0,800.75,0,Active,133,1332.64,2,Semi-Urban,1,48833.46,24727.4
F,37,1212.55,Low,Commercial associate,Laborers,Semi-Urban,78886.58,371.95,N,N,4.0,592.63,0,Active,445,1212.55,3,Semi-Urban,1,94742.5,0.0
M,48,2917.37,Low,Commercial associate,Laborers,Urban,99170.24,320.5,N,Y,3.0,787.14,0,Unpossessed,794,2917.37,1,Rural,1,130774.13,69419.17
F,53,3556.58,Low,Commercial associate,Sales staff,Rural,33716.95,163.15,N,N,2.0,675.67,0,Unpossessed,824,3556.58,1,Urban,1,61065.03,23601.86
F,18,2659.52,Low,Working,High skill tech staff,Semi-Urban,48890.76,255.4,Y,Y,3.0,633.09,0,Inactive,869,2659.52,2,Urban,1,77774.69,0.0
F,18,2099.12,Low,Working,Laborers,Semi-Urban,104892.57,-999.0,Y,N,2.0,677.22,0,Unpossessed,746,2099.12,4,Rural,1,188774.82,68180.17
F,48,3190.2,Low,Working,Laborers,Semi-Urban,128609.32,579.0,N,Y,2.0,745.85,0,Active,172,3190.2,2,Urban,1,210009.33,90026.52
F,39,5334.08,Low,Working,Drivers,Semi-Urban,50529.93,226.5,Y,Y,2.0,660.57,0,Active,12,5334.08,4,Rural,1,86999.59,35370.95
F,42,1323.72,Low,Working,Managers,Semi-Urban,85860.33,483.26,N,Y,2.0,708.56,0,Active,622,1323.72,3,Semi-Urban,1,150369.61,60102.23
M,28,2803.01,Low,Commercial associate,Waiters/barmen staff,Semi-Urban,239457.77,624.0,N,N,2.0,766.34,1,Active,952,2803.01,4,Rural,1,349693.49,179593.33
M,46,2797.55,Low,Working,Managers,Urban,37719.21,197.9,N,Y,2.0,819.11,0,Inactive,723,2797.55,2,Rural,1,50388.6,30175.37
F,32,3189.96,Low,Commercial associate,Realty agents,Semi-Urban,126198.23,406.49,Y,Y,3.0,792.94,1,Inactive,486,3189.96,4,Rural,1,188308.0,88338.76
M,29,2362.4,Low,Working,Medicine staff,Semi-Urban,64185.56,252.52,N,N,2.0,679.94,1,Unpossessed,587,2362.4,3,Rural,1,113183.53,41720.61
M,44,1041.5,Low,Working,Drivers,Semi-Urban,19600.87,92.06,Y,N,1.0,640.38,0,Active,724,1041.5,3,Urban,1,36710.88,0.0
M,42,4103.37,Low,Working,Laborers,Semi-Urban,160270.23,511.11,Y,Y,2.0,748.64,1,Unpossessed,639,4103.37,4,Urban,1,244803.04,112189.16
M,19,1523.21,Low,Commercial associate,Sales staff,Rural,173639.88,813.18,N,Y,2.0,673.68,0,Inactive,528,1523.21,3,Urban,1,266632.23,112865.92
M,58,1297.27,Low,Working,Accountants,Semi-Urban,121808.9,551.44,Y,Y,2.0,776.36,0,Unpossessed,812,1297.27,3,Semi-Urban,1,230273.04,85266.23
F,36,990.25,Low,Working,Sales staff,Semi-Urban,27755.66,150.54,Y,Y,3.0,782.51,0,Inactive,761,990.25,1,Urban,1,33025.12,19428.96
M,18,1656.78,Low,Commercial associate,Accountants,Semi-Urban,104764.65,316.34,N,N,2.0,850.57,0,Active,740,1656.78,2,Semi-Urban,1,171901.89,78573.49
F,42,3310.53,Low,Working,Managers,Semi-Urban,74976.27,401.67,Y,Y,3.0,825.14,0,Inactive,966,3310.53,3,Rural,1,109071.59,52483.39
M,28,2086.4,Low,Working,Laborers,Urban,135269.95,487.03,N,Y,2.0,796.89,0,Inactive,469,2086.4,1,Semi-Urban,0,192728.46,0.0
F,35,2997.47,Low,Commercial associate,Core staff,Semi-Urban,145042.55,707.83,N,Y,1.0,806.74,0,Active,28,2997.47,4,Urban,1,207846.98,116034.04
M,51,1550.46,Low,State servant,Drivers,Rural,47451.39,236.84,Y,Y,2.0,755.72,0,Active,932,1550.46,2,Urban,0,78248.15,0.0
M,61,1634.05,Low,Working,Waiters/barmen staff,Rural,75613.81,545.34,Y,Y,3.0,656.73,1,Active,998,1634.05,2,Urban,1,93546.89,49148.98
F,18,3025.21,Low,Commercial associate,Managers,Semi-Urban,70092.2,764.24,N,Y,2.0,657.99,0,Active,935,3025.21,3,Rural,1,116883.1,45559.93
M,40,2920.29,Low,Commercial associate,Sales staff,Semi-Urban,154902.72,586.24,Y,N,2.0,649.63,0,Active,683,2920.29,4,Rural,0,184585.32,0.0
M,54,1001.64,Low,Working,Sales staff,Semi-Urban,14270.07,139.87,N,Y,1.0,684.5,0,Unpossessed,498,1001.64,2,Semi-Urban,1,19637.72,9275.55
M,18,3763.03,Low,Commercial associate,Drivers,Urban,147886.6,596.09,Y,N,2.0,701.73,0,Unpossessed,853,3763.03,2,Urban,1,273885.81,103520.62
F,59,1366.55,Low,Working,Sales staff,Semi-Urban,131496.49,490.11,N,N,2.0,838.18,0,Unpossessed,542,1366.55,4,Rural,1,248166.11,92047.54
M,39,1365.07,Low,Working,Laborers,Semi-Urban,121990.05,410.38,N,N,4.0,707.29,0,Unpossessed,156,1365.07,1,Rural,1,144794.46,85393.04
M,29,1024.78,Low,Working,Laborers,Semi-Urban,75128.74,242.6,N,Y,1.0,853.28,0,Active,209,1024.78,4,Semi-Urban,1,99977.9,52590.12
F,25,3592.55,Low,Working,Sales staff,Urban,92412.65,651.73,N,N,1.0,634.24,0,Active,41,3592.55,4,Urban,1,116454.14,0.0
F,58,4840.36,Low,Commercial associate,Managers,Rural,78979.43,710.21,Y,N,3.0,743.4,0,Active,258,4840.36,1,Semi-Urban,1,139363.98,55285.6
F,27,3176.29,Low,Working,Core staff,Semi-Urban,96783.35,459.77,Y,Y,2.0,741.28,0,Inactive,546,3176.29,2,Urban,1,135394.83,67748.34
M,21,2180.09,Low,Working,Accountants,Semi-Urban,112560.35,574.85,N,N,3.0,818.94,1,Active,971,2180.09,1,Semi-Urban,1,138144.58,78792.24
M,41,2446.63,Low,Working,Laborers,Semi-Urban,41155.56,318.71,Y,Y,3.0,694.89,0,Inactive,220,2446.63,3,Semi-Urban,1,66440.65,28808.89
M,18,1891.11,Low,Working,Laborers,Semi-Urban,47556.44,247.77,N,Y,1.0,611.06,0,Active,533,1891.11,1,Rural,1,61188.27,0.0
F,24,2441.07,Low,Working,Laborers,Semi-Urban,59446.78,269.26,Y,Y,4.0,799.03,0,Inactive,151,2441.07,3,Urban,1,106493.97,41612.75
M,26,2267.89,Low,Working,Security staff,Semi-Urban,144132.62,473.29,N,Y,2.0,727.94,0,Unpossessed,723,2267.89,2,Rural,1,260811.09,100892.83
F,34,2833.16,Low,Commercial associate,High skill tech staff,Semi-Urban,30077.68,223.47,N,Y,3.0,819.35,0,Active,731,2833.16,1,Urban,1,40666.13,22558.26
M,44,2050.03,Low,Working,Core staff,Semi-Urban,106411.59,510.28,N,N,3.0,690.3,0,Active,160,2050.03,1,Urban,1,145201.45,69167.53
F,37,2013.75,Low,Working,Laborers,Urban,35412.16,235.39,N,Y,3.0,649.35,0,Inactive,347,2013.75,1,Urban,1,42363.26,0.0
F,37,2379.54,Low,Working,Sales staff,Semi-Urban,67498.95,349.36,N,Y,2.0,729.11,0,Inactive,595,2379.54,1,Semi-Urban,0,107821.79,0.0
M,61,1675.86,Low,Working,Laborers,Semi-Urban,25765.21,138.64,N,Y,3.0,773.98,0,Inactive,679,1675.86,3,Urban,1,44596.46,20612.17
F,49,2645.88,Low,Working,Laborers,Semi-Urban,29384.58,242.73,N,Y,2.0,844.06,1,Inactive,807,2645.88,3,Semi-Urban,1,44716.75,22038.44
F,18,2062.56,Low,Commercial associate,Managers,Semi-Urban,95978.28,388.28,N,Y,2.0,703.47,0,Active,516,2062.56,1,Urban,1,176208.98,62385.88
M,18,1586.9,Low,Working,Laborers,Rural,26182.99,127.64,Y,N,1.0,628.04,0,Unpossessed,968,1586.9,4,Rural,1,33062.39,0.0
F,57,1036.12,Low,Working,Sales staff,Semi-Urban,80730.5,394.98,N,Y,3.0,652.78,0,Inactive,179,1036.12,1,Rural,1,116451.54,56511.35
M,24,1723.5,Low,Working,Laborers,Semi-Urban,84109.55,341.5,N,N,2.0,807.4,1,Active,397,1723.5,1,Urban,1,137066.73,63082.16
M,18,3311.92,Low,Working,Drivers,Urban,185575.37,527.29,N,Y,3.0,714.35,0,Active,515,3311.92,4,Urban,1,268487.29,120623.99
M,33,2345.14,Low,Working,Accountants,Semi-Urban,74820.23,362.32,N,Y,2.0,830.69,0,Unpossessed,662,2345.14,4,Semi-Urban,1,91003.89,0.0
F,57,2447.41,Low,Working,Drivers,Rural,104852.23,417.51,Y,N,3.0,713.76,0,Unpossessed,655,2447.41,2,Urban,1,141763.18,0.0
F,32,4087.74,Low,State servant,Security staff,Semi-Urban,119956.33,375.68,N,Y,3.0,867.3,0,Active,950,4087.74,2,Urban,1,211331.11,89967.25
M,18,1533.94,Low,Commercial associate,Sales staff,Urban,27469.41,156.01,N,Y,2.0,703.3,0,Active,245,1533.94,3,Semi-Urban,1,33693.58,0.0
M,23,2679.62,Low,Working,Laborers,Semi-Urban,32209.2,177.56,N,Y,2.0,629.3,0,Unpossessed,852,2679.62,1,Urban,1,58667.89,0.0
M,33,1587.11,Low,Working,Cleaning staff,Semi-Urban,40695.29,191.19,N,Y,1.0,732.0,0,Unpossessed,512,1587.11,2,Semi-Urban,1,71696.06,28486.7
F,18,1689.81,Low,Working,Sales staff,Rural,52085.05,343.86,N,Y,2.0,835.84,0,Active,28,1689.81,4,Urban,1,70288.64,41668.04
F,40,2288.74,Low,Working,Medicine staff,Semi-Urban,197701.99,530.65,N,Y,3.0,874.2,0,Unpossessed,680,2288.74,1,Semi-Urban,1,261353.31,158161.59
F,44,1668.01,Low,Working,Laborers,Semi-Urban,50456.9,246.73,N,Y,3.0,665.32,1,Active,991,1668.01,3,Urban,1,93439.85,32796.98
F,47,3964.77,Low,Working,Laborers,Semi-Urban,262887.01,941.58,N,Y,2.0,711.64,1,Unpossessed,321,3964.77,2,Rural,1,410935.61,184020.91
M,62,3482.97,Low,State servant,Core staff,Rural,150507.21,478.5,N,Y,1.0,844.36,0,Active,209,3482.97,4,Semi-Urban,1,223641.76,112880.41
F,54,2794.68,Low,Working,High skill tech staff,Semi-Urban,101425.52,404.18,N,Y,3.0,705.57,0,Unpossessed,381,2794.68,4,Semi-Urban,1,148400.23,65926.59
F,26,2379.12,Low,State servant,Managers,Semi-Urban,153392.75,638.19,N,N,2.0,802.64,0,Active,384,2379.12,4,Urban,1,236060.33,122714.2
F,26,3479.61,Low,Working,Core staff,Rural,210479.44,627.72,Y,N,3.0,827.09,0,Unpossessed,213,3479.61,4,Urban,1,360417.17,168383.55
M,50,1658.59,Low,State servant,Laborers,Rural,15995.01,88.89,Y,N,1.0,650.96,1,Unpossessed,922,1658.59,2,Semi-Urban,1,29433.8,10396.76
M,50,2724.37,Low,State servant,Core staff,Semi-Urban,34710.31,316.05,Y,Y,4.0,700.42,1,Active,708,2724.37,1,Semi-Urban,1,54295.96,24297.22
M,51,1914.85,Low,State servant,Managers,Semi-Urban,178746.41,526.37,Y,Y,2.0,760.68,0,Active,619,1914.85,4,Urban,1,290763.45,125122.49
F,18,1745.27,Low,Commercial associate,Sales staff,Semi-Urban,34239.8,293.53,N,N,2.0,693.93,0,Unpossessed,935,1745.27,3,Rural,1,44542.03,22255.87
F,40,1528.49,Low,Working,Security staff,Semi-Urban,107435.84,327.57,N,Y,2.0,748.72,0,Unpossessed,590,1528.49,3,Urban,0,147801.16,0.0
F,20,3073.24,Low,Working,Sales staff,Rural,37513.38,202.92,Y,Y,1.0,750.77,0,Active,703,3073.24,1,Semi-Urban,1,53394.99,26259.37
M,21,2671.43,Low,Working,Cleaning staff,Semi-Urban,154294.47,484.26,N,Y,2.0,762.0,0,Unpossessed,352,2671.43,1,Rural,1,183084.0,123435.58
F,25,2464.34,Low,Commercial associate,Laborers,Semi-Urban,229854.41,665.57,N,Y,2.0,686.47,0,Active,274,2464.34,1,Semi-Urban,1,338174.0,0.0
M,38,4620.03,Low,Working,Managers,Semi-Urban,69748.32,347.65,Y,Y,2.0,808.84,0,Inactive,315,4620.03,3,Rural,1,88627.19,52311.24
F,47,2320.08,Low,Working,Managers,Semi-Urban,65949.16,333.68,Y,N,2.0,736.28,0,Unpossessed,43,2320.08,3,Semi-Urban,1,111720.15,-999.0
M,59,4082.18,Low,Working,Laborers,Urban,206171.6,588.18,N,Y,2.0,810.15,0,Unpossessed,985,4082.18,3,Semi-Urban,1,234205.53,154628.7
M,56,1009.58,Low,Working,Sales staff,Semi-Urban,28122.03,127.17,N,Y,1.0,650.35,0,Unpossessed,360,1009.58,3,Rural,1,38620.05,19685.42
M,60,1793.15,Low,Working,Drivers,Semi-Urban,38575.35,289.88,Y,N,2.0,788.88,0,Active,661,1793.15,2,Rural,1,67007.12,28931.51
F,29,2524.09,Low,Working,Sales staff,Semi-Urban,110130.17,613.91,N,Y,2.0,800.23,0,Active,808,2524.09,2,Rural,1,207931.27,82597.63
M,31,1400.88,Low,Working,Drivers,Rural,40076.54,295.47,Y,N,1.0,679.75,0,Inactive,944,1400.88,3,Rural,1,65789.88,28053.58
F,61,1217.45,Low,Working,Sales staff,Semi-Urban,46027.13,348.95,N,Y,2.0,824.2,0,Inactive,647,1217.45,3,Semi-Urban,1,79066.68,32218.99
F,21,2584.47,Low,Working,Sales staff,Semi-Urban,140971.3,676.3,Y,Y,2.0,620.4,0,Inactive,665,2584.47,2,Urban,0,196098.55,0.0
M,34,1246.35,Low,Working,Low-skill Laborers,Rural,42769.05,491.32,N,N,2.0,707.42,0,Unpossessed,631,1246.35,3,Semi-Urban,1,80882.8,27799.88
M,29,3179.79,Low,Commercial associate,Managers,Semi-Urban,104999.74,860.85,N,Y,6.0,663.56,1,Inactive,134,3179.79,3,Rural,1,126604.96,73499.82
M,46,1992.63,Low,State servant,Core staff,Urban,145533.69,575.74,N,N,4.0,831.4,1,Inactive,730,1992.63,1,Semi-Urban,1,163201.99,109150.27
M,64,2054.03,Low,Working,Sales staff,Semi-Urban,35372.65,186.98,N,N,3.0,694.72,0,Active,789,2054.03,4,Rural,0,43264.02,0.0
M,31,1671.74,Low,Commercial associate,Accountants,Semi-Urban,63173.31,446.97,N,Y,2.0,862.97,0,Active,156,1671.74,1,Rural,1,74901.99,47379.98
F,25,2082.55,Low,Working,Accountants,Semi-Urban,177347.57,710.42,Y,Y,2.0,794.45,0,Unpossessed,774,2082.55,3,Urban,1,304319.6,141878.06
M,60,1339.1,Low,Working,Laborers,Semi-Urban,86243.27,481.73,N,N,2.0,649.61,0,Inactive,374,1339.1,4,Rural,1,95171.97,0.0
M,29,1855.36,Low,Working,Core staff,Semi-Urban,65454.67,413.91,N,N,2.0,727.18,0,Unpossessed,352,1855.36,1,Rural,0,76173.34,0.0
M,52,1534.74,Low,Commercial associate,Laborers,Rural,68226.89,341.88,Y,Y,3.0,621.35,0,Unpossessed,617,1534.74,4,Semi-Urban,0,99440.04,0.0
F,38,7055.61,Low,Commercial associate,Private service staff,Urban,85925.01,519.31,N,Y,2.0,839.95,0,Unpossessed,847,7055.61,1,Semi-Urban,1,100996.16,64443.76
F,41,2246.53,Low,Working,Laborers,Semi-Urban,43890.03,366.7,Y,Y,2.0,680.75,0,Unpossessed,822,2246.53,1,Urban,1,57405.19,28528.52
M,38,4265.19,Low,Commercial associate,Cleaning staff,Semi-Urban,93436.83,829.85,N,N,2.0,744.28,1,Active,15,4265.19,3,Semi-Urban,0,126944.82,0.0
F,49,1574.15,Low,Commercial associate,Security staff,Semi-Urban,74038.24,430.93,N,Y,2.0,691.26,0,Inactive,778,1574.15,1,Semi-Urban,1,90496.36,51826.77
F,40,2662.42,Low,Working,Core staff,Semi-Urban,38409.02,208.92,N,Y,2.0,874.39,0,Active,61,2662.42,4,Semi-Urban,1,46255.64,28806.76
M,18,3347.11,Low,Commercial associate,Drivers,Urban,85334.51,342.62,N,N,2.0,724.67,0,Inactive,289,3347.11,3,Rural,1,118219.38,0.0
F,64,1839.95,Low,Commercial associate,Laborers,Semi-Urban,212792.53,743.51,N,Y,2.0,851.4,0,Active,106,1839.95,3,Urban,1,237007.55,212792.53
F,48,1622.28,Low,Working,Laborers,Semi-Urban,52006.81,410.1,Y,Y,1.0,667.26,0,Inactive,726,1622.28,3,Urban,1,61891.55,36404.77
F,60,1580.46,Low,Working,Sales staff,Semi-Urban,90071.57,494.77,N,Y,2.0,745.37,0,Unpossessed,522,1580.46,3,Semi-Urban,1,142626.09,0.0
